pesel,exam_type,score,attempt_number,exam_date,city
63048958000,PRACTICE,85,5,2018-02-09,Pulawy
18562650600,PRACTICE,76.95,1,2018-02-02,Bialystok
78221301400,PRACTICE,61,1,2018-02-08,Boleslawiec
78221301400,PRACTICE,73,2,2018-02-08,Lubin
78221301400,PRACTICE,86,3,2018-02-08,Milicz
63699231400,PRACTICE,84.55,1,2018-02-05,Wroclaw
70056062300,PRACTICE,60.8,1,2018-02-02,Bilgoraj
70056062300,PRACTICE,47.5,2,2018-02-02,Wroclaw
70056062300,PRACTICE,86.45,3,2018-02-02,Ciechanow
46667406700,PRACTICE,48.449999999999996,1,2018-02-05,Krakow - Nowohucka
46667406700,PRACTICE,56.05,2,2018-02-05,Poznan
46667406700,PRACTICE,81.7,3,2018-02-05,Kedzierzyn Kozle
70563362700,PRACTICE,82,1,2018-02-09,Nowy Targ
08957876900,PRACTICE,69,1,2018-03-14,Bilgoraj
08957876900,PRACTICE,54,2,2018-03-14,Kielce
08957876900,PRACTICE,95,3,2018-03-14,Rzeszow
14567876800,PRACTICE,78,1,2018-03-13,Kielce
19435810200,PRACTICE,58,1,2018-03-14,Koszalin
19435810200,PRACTICE,71,2,2018-03-14,Suwalki
19435810200,PRACTICE,50,3,2018-03-14,Suwalki
19435810200,PRACTICE,93,4,2018-03-14,Krakow - Nowohucka
87785755700,PRACTICE,57.949999999999996,1,2018-03-07,Olsztyn
87785755700,PRACTICE,54.15,2,2018-03-07,Czestochowa
87785755700,PRACTICE,91.19999999999999,3,2018-03-07,Krakow - Nowohucka
20616050700,PRACTICE,85,1,2018-03-13,Slupsk
01141613100,PRACTICE,82,1,2018-03-13,Siedlce
05735937000,PRACTICE,69,1,2018-03-14,Milicz
05735937000,PRACTICE,66,2,2018-03-14,Suwalki
05735937000,PRACTICE,98,3,2018-03-14,Gdansk
61224004700,PRACTICE,79.8,1,2018-03-08,Wroclaw
81289231800,PRACTICE,94.05,1,2018-03-08,Ostrowiec Swietokrzyski
79976489100,PRACTICE,75.05,1,2018-03-07,Bielsk Podlaski
02433677900,PRACTICE,60,1,2018-03-13,Rzeszow
02433677900,PRACTICE,59,2,2018-03-13,Bielsko Biala
02433677900,PRACTICE,60,3,2018-03-13,Kedzierzyn Kozle
02433677900,PRACTICE,50,4,2018-03-13,Nysa
02433677900,PRACTICE,75,5,2018-03-13,Skierniewice
76830100800,PRACTICE,51.3,1,2018-03-08,Rybnik
76830100800,PRACTICE,87.39999999999999,2,2018-03-08,Oswiecim
42256617700,PRACTICE,95,1,2018-03-13,Klodzko
54639873300,PRACTICE,75.05,1,2018-03-08,Ostrowiec Swietokrzyski
63519247400,PRACTICE,65.55,1,2018-03-07,Czestochowa
63519247400,PRACTICE,71.25,2,2018-03-07,Ciechanow
63519247400,PRACTICE,56.05,3,2018-03-07,Zwolen
63519247400,PRACTICE,80.75,4,2018-03-07,Kozienice
81298500800,PRACTICE,87,1,2018-03-14,Kedzierzyn Kozle
39359627100,PRACTICE,63.65,1,2018-03-08,Slupsk
39359627100,PRACTICE,84.55,2,2018-03-08,Warszawa - Odlewnicza
60359200400,PRACTICE,50,1,2018-03-13,Gdynia
60359200400,PRACTICE,85,2,2018-03-13,Lodz - Smutna
78291558700,PRACTICE,98,1,2018-03-14,Rybnik
57216512800,PRACTICE,74.1,1,2018-03-07,Krakow - Balicka
57216512800,PRACTICE,65.55,2,2018-03-07,Pila
57216512800,PRACTICE,62.699999999999996,3,2018-03-07,Bielsko Biala
57216512800,PRACTICE,77.89999999999999,4,2018-03-07,Zielona Gora
68731125000,PRACTICE,85.5,1,2018-03-07,Nowy Targ
52065116900,PRACTICE,73.14999999999999,1,2018-03-08,Krosno
52065116900,PRACTICE,66.5,2,2018-03-08,Bydgoszcz
52065116900,PRACTICE,83.6,3,2018-03-08,Zwolen
12091717100,PRACTICE,86.45,1,2018-03-08,Zamosc
15825807900,PRACTICE,55,1,2018-03-13,Szczecin
15825807900,PRACTICE,65,2,2018-03-13,Lomza
15825807900,PRACTICE,89,3,2018-03-13,Sieradz
77726425500,PRACTICE,81.7,1,2018-03-07,Bilgoraj
89132538500,PRACTICE,50.349999999999994,1,2018-03-08,Luban
89132538500,PRACTICE,73.14999999999999,2,2018-03-08,Chelm
89132538500,PRACTICE,58.9,3,2018-03-08,Bydgoszcz
89132538500,PRACTICE,63.65,4,2018-03-08,Lodz - Smutna
89132538500,PRACTICE,64.6,5,2018-03-08,Zamosc
89132538500,PRACTICE,85.5,6,2018-03-08,Bydgoszcz
80929251100,PRACTICE,70,1,2018-03-13,Katowice
80929251100,PRACTICE,90,2,2018-03-13,Gorzow Wielkopolski
28616787400,PRACTICE,93.1,1,2018-03-07,Ostrowiec Swietokrzyski
24806470000,PRACTICE,60.8,1,2018-03-07,Garwolin
24806470000,PRACTICE,52.25,2,2018-03-07,Szczecinek
24806470000,PRACTICE,71.25,3,2018-03-07,Torun
24806470000,PRACTICE,85.5,4,2018-03-07,Olawa
40466475300,PRACTICE,94.05,1,2018-03-08,Oswiecim
66408162900,PRACTICE,83,1,2018-03-14,Pulawy
34784894900,PRACTICE,66.5,1,2018-03-08,Lodz - Maratonska
34784894900,PRACTICE,68.39999999999999,2,2018-03-08,Kielce
34784894900,PRACTICE,83.6,3,2018-03-08,Bielsko Biala
72357063600,PRACTICE,87.39999999999999,1,2018-03-08,Poznan
32222990700,PRACTICE,83,1,2018-03-13,Olawa
08141192300,PRACTICE,90.25,1,2018-03-08,Krakow - Nowohucka
72861910300,PRACTICE,65,1,2018-03-13,Bytom
72861910300,PRACTICE,78,2,2018-03-13,Olawa
75814302900,PRACTICE,93,1,2018-03-14,Krakow - Nowohucka
33625335900,PRACTICE,68,1,2018-03-13,Dabrowa Gornicza
33625335900,PRACTICE,97,2,2018-03-13,Leszno
35967289600,PRACTICE,70.3,1,2018-03-07,Wroclaw
35967289600,PRACTICE,66.5,2,2018-03-07,Kalisz
35967289600,PRACTICE,70.3,3,2018-03-07,Grudziadz
35967289600,PRACTICE,53.199999999999996,4,2018-03-07,Dabrowa Gornicza
35967289600,PRACTICE,68.39999999999999,5,2018-03-07,Jastrzebie Zdroj
35967289600,PRACTICE,85.5,6,2018-03-07,Bilgoraj
01127811100,PRACTICE,62,1,2018-03-13,Boleslawiec
01127811100,PRACTICE,66,2,2018-03-13,Koszalin
01127811100,PRACTICE,71,3,2018-03-13,Dabrowa Gornicza
01127811100,PRACTICE,65,4,2018-03-13,Szczecinek
01127811100,PRACTICE,68,5,2018-03-13,Przemysl
01127811100,PRACTICE,87,6,2018-03-13,Nowy Targ
36738614700,PRACTICE,67,1,2018-03-14,Bytom
36738614700,PRACTICE,51,2,2018-03-14,Opole
36738614700,PRACTICE,78,3,2018-03-14,Przemysl
56547098700,PRACTICE,67.45,1,2018-03-08,Siedlce
56547098700,PRACTICE,80.75,2,2018-03-08,Suwalki
27484849200,PRACTICE,98,1,2018-03-13,Suwalki
31774255800,PRACTICE,64.6,1,2018-03-08,Leszno
31774255800,PRACTICE,62.699999999999996,2,2018-03-08,Kamienna Gora
31774255800,PRACTICE,67.45,3,2018-03-08,Pila
31774255800,PRACTICE,90.25,4,2018-03-08,Sochaczew
23392428400,PRACTICE,60.8,1,2018-03-07,Kedzierzyn Kozle
23392428400,PRACTICE,50.349999999999994,2,2018-03-07,Zielona Gora
23392428400,PRACTICE,48.449999999999996,3,2018-03-07,Lomza
23392428400,PRACTICE,93.1,4,2018-03-07,Ostrowiec Swietokrzyski
53161050000,PRACTICE,51.3,1,2018-03-07,Gdansk
53161050000,PRACTICE,66.5,2,2018-03-07,Suwalki
53161050000,PRACTICE,57.949999999999996,3,2018-03-07,Glogow
53161050000,PRACTICE,58.9,4,2018-03-07,Boleslawiec
53161050000,PRACTICE,68.39999999999999,5,2018-03-07,Sochaczew
53161050000,PRACTICE,87.39999999999999,6,2018-03-07,Lubin
75123048800,PRACTICE,54.15,1,2018-03-07,Ostrowiec Swietokrzyski
75123048800,PRACTICE,58.9,2,2018-03-07,Jastrzebie Zdroj
75123048800,PRACTICE,81.7,3,2018-03-07,Radom
21450253500,PRACTICE,54.15,1,2018-03-08,Chelm
21450253500,PRACTICE,49.4,2,2018-03-08,Kozienice
21450253500,PRACTICE,54.15,3,2018-03-08,Swidnica
21450253500,PRACTICE,89.3,4,2018-03-08,Oswiecim
30056812900,PRACTICE,89.3,1,2018-03-08,Bielsko Biala
58191850700,PRACTICE,62,1,2018-03-14,Lodz - Maratonska
58191850700,PRACTICE,84,2,2018-03-14,Koszalin
10660035100,PRACTICE,83.6,1,2018-03-08,Wloclawek
83347920300,PRACTICE,52,1,2018-03-13,Suwalki
83347920300,PRACTICE,85,2,2018-03-13,Walbrzych
63861589200,PRACTICE,97,1,2018-03-13,Krakow - Balicka
15234632900,PRACTICE,84.55,1,2018-03-08,Bialystok
31424643000,PRACTICE,90,1,2018-03-14,Wroclaw
42816492100,PRACTICE,62,1,2018-03-13,Dabrowa Gornicza
42816492100,PRACTICE,74,2,2018-03-13,Piotrkow Trybunalski
42816492100,PRACTICE,80,3,2018-03-13,Bialystok
39365771800,PRACTICE,50,1,2018-03-14,Zwolen
39365771800,PRACTICE,64,2,2018-03-14,Bytom
39365771800,PRACTICE,70,3,2018-03-14,Sieradz
39365771800,PRACTICE,77,4,2018-03-14,Plock
06469808100,PRACTICE,64,1,2018-03-14,Elblag
06469808100,PRACTICE,75,2,2018-03-14,Warszawa - Odlewnicza
31583574500,PRACTICE,73,1,2018-03-14,Gdansk
31583574500,PRACTICE,66,2,2018-03-14,Bydgoszcz
31583574500,PRACTICE,68,3,2018-03-14,Katowice
31583574500,PRACTICE,53,4,2018-03-14,Pila
31583574500,PRACTICE,71,5,2018-03-14,Skierniewice
31583574500,PRACTICE,85,6,2018-03-14,Chelm
74576508900,PRACTICE,80.75,1,2018-03-08,Slupsk
74909366300,PRACTICE,80.75,1,2018-03-08,Chelm
33362512700,PRACTICE,54.15,1,2018-03-08,Slupsk
33362512700,PRACTICE,93.1,2,2018-03-08,Tarnogrzeg
54239788500,PRACTICE,67.45,1,2018-03-08,Zwolen
54239788500,PRACTICE,94.05,2,2018-03-08,Jastrzebie Zdroj
39343537100,PRACTICE,96,1,2018-03-14,Suwalki
64580962800,PRACTICE,65.55,1,2018-03-07,Torun
64580962800,PRACTICE,67.45,2,2018-03-07,Warszawa - Bemowo
64580962800,PRACTICE,49.4,3,2018-03-07,Nowy Sacz
64580962800,PRACTICE,74.1,4,2018-03-07,Elblag
64580962800,PRACTICE,51.3,5,2018-03-07,Warszawa - Radarowa
64580962800,PRACTICE,86.45,6,2018-03-07,Oswiecim
15840750000,PRACTICE,50.349999999999994,1,2018-03-07,Kielce
15840750000,PRACTICE,50.349999999999994,2,2018-03-07,Sochaczew
15840750000,PRACTICE,62.699999999999996,3,2018-03-07,Sieradz
15840750000,PRACTICE,93.1,4,2018-03-07,Zamosc
50567473300,PRACTICE,66.5,1,2018-03-08,Warszawa - Radarowa
50567473300,PRACTICE,80.75,2,2018-03-08,Rybnik
46126659800,PRACTICE,56.05,1,2018-03-07,Wroclaw
46126659800,PRACTICE,92.14999999999999,2,2018-03-07,Krakow - Balicka
12566704200,PRACTICE,69.35,1,2018-03-07,Krosno
12566704200,PRACTICE,72.2,2,2018-03-07,Zwolen
12566704200,PRACTICE,95.0,3,2018-03-07,Jastrzebie Zdroj
61718314600,PRACTICE,93.1,1,2018-03-08,Kamienna Gora
35023522700,PRACTICE,68.39999999999999,1,2018-03-07,Krosno
35023522700,PRACTICE,58.9,2,2018-03-07,Tychy
35023522700,PRACTICE,47.5,3,2018-03-07,Slupsk
35023522700,PRACTICE,90.25,4,2018-03-07,Nysa
38110825000,PRACTICE,67.45,1,2018-03-07,Opole
38110825000,PRACTICE,60.8,2,2018-03-07,Lomza
38110825000,PRACTICE,72.2,3,2018-03-07,Chelm
38110825000,PRACTICE,58.9,4,2018-03-07,Nowy Sacz
38110825000,PRACTICE,59.849999999999994,5,2018-03-07,Walbrzych
38110825000,PRACTICE,70.3,6,2018-03-07,Katowice
38110825000,PRACTICE,71.25,7,2018-03-07,Lukow
38110825000,PRACTICE,85.5,8,2018-03-07,Lublin
84996090300,PRACTICE,90,1,2018-03-13,Zamosc
07558535000,PRACTICE,56.05,1,2018-03-07,Grojec
07558535000,PRACTICE,47.5,2,2018-03-07,Zwolen
07558535000,PRACTICE,63.65,3,2018-03-07,Jastrzebie Zdroj
07558535000,PRACTICE,73.14999999999999,4,2018-03-07,Lodz - Maratonska
07558535000,PRACTICE,86.45,5,2018-03-07,Sochaczew
31074292500,PRACTICE,82,1,2018-03-13,Garwolin
40183100100,PRACTICE,81,1,2018-03-13,Bielsk Podlaski
48325464200,PRACTICE,54.15,1,2018-03-08,Wroclaw
48325464200,PRACTICE,76.95,2,2018-03-08,Bytom
60541513400,PRACTICE,69.35,1,2018-03-07,Szczecin
60541513400,PRACTICE,62.699999999999996,2,2018-03-07,Milicz
60541513400,PRACTICE,79.8,3,2018-03-07,Bialystok
40673205600,PRACTICE,69.35,1,2018-03-07,Lodz - Smutna
40673205600,PRACTICE,94.05,2,2018-03-07,Walbrzych
58137833200,PRACTICE,75.05,1,2018-03-08,Konin
49420647200,PRACTICE,61,1,2018-03-13,Kedzierzyn Kozle
49420647200,PRACTICE,92,2,2018-03-13,Barlinek
27977444500,PRACTICE,55.099999999999994,1,2018-03-07,Ostrowiec Swietokrzyski
27977444500,PRACTICE,90.25,2,2018-03-07,Katowice
24996698300,PRACTICE,69,1,2018-03-13,Walbrzych
24996698300,PRACTICE,81,2,2018-03-13,Plock
24245928000,PRACTICE,88,1,2018-03-14,Lubin
73226463300,PRACTICE,67,1,2018-03-13,Oswiecim
73226463300,PRACTICE,95,2,2018-03-13,Barlinek
41163261000,PRACTICE,91,1,2018-03-13,Siedlce
53145529200,PRACTICE,88.35,1,2018-03-08,Radom - Radomskiego
10818726800,PRACTICE,48.449999999999996,1,2018-03-08,Kozienice
10818726800,PRACTICE,94.05,2,2018-03-08,Lomza
19239003400,PRACTICE,64,1,2018-03-14,Szczecin
19239003400,PRACTICE,71,2,2018-03-14,Lubin
19239003400,PRACTICE,80,3,2018-03-14,Kamienna Gora
19789058400,PRACTICE,70,1,2018-03-13,Plock
19789058400,PRACTICE,90,2,2018-03-13,Olesnica
40595418900,PRACTICE,76.0,1,2018-03-07,Grudziadz
14755062100,PRACTICE,50.349999999999994,1,2018-03-07,Katowice
14755062100,PRACTICE,65.55,2,2018-03-07,Kozienice
14755062100,PRACTICE,67.45,3,2018-03-07,Szczecin
14755062100,PRACTICE,95.0,4,2018-03-07,Zamosc
79164097400,PRACTICE,90.25,1,2018-03-08,Gdynia
76198980400,PRACTICE,83.6,1,2018-03-07,Inowroclaw
42931526400,PRACTICE,88,1,2018-03-13,Lomza
29422027000,PRACTICE,83.6,1,2018-03-08,Konin
29231549000,PRACTICE,82.64999999999999,1,2018-03-07,Bilgoraj
42257618400,PRACTICE,66.5,1,2018-03-08,Dabrowa Gornicza
42257618400,PRACTICE,48.449999999999996,2,2018-03-08,Olsztyn
42257618400,PRACTICE,93.1,3,2018-03-08,Torun
41968152200,PRACTICE,68.39999999999999,1,2018-03-07,Gorzow Wielkopolski
41968152200,PRACTICE,80.75,2,2018-03-07,Kedzierzyn Kozle
24654741700,PRACTICE,94,1,2018-03-14,Zielona Gora
37957571600,PRACTICE,55.099999999999994,1,2018-03-07,Garwolin
37957571600,PRACTICE,65.55,2,2018-03-07,Lodz - Smutna
37957571600,PRACTICE,72.2,3,2018-03-07,Plock
37957571600,PRACTICE,68.39999999999999,4,2018-03-07,Nysa
37957571600,PRACTICE,86.45,5,2018-03-07,Koszalin
34336069500,PRACTICE,69,1,2018-03-13,Czestochowa
34336069500,PRACTICE,67,2,2018-03-13,Krakow - Nowohucka
34336069500,PRACTICE,92,3,2018-03-13,Mlawa
40770364600,PRACTICE,99,1,2018-03-13,Kamienna Gora
36980966500,PRACTICE,73.14999999999999,1,2018-03-07,Grojec
36980966500,PRACTICE,63.65,2,2018-03-07,Jastrzebie Zdroj
36980966500,PRACTICE,58.9,3,2018-03-07,Tarnogrzeg
36980966500,PRACTICE,60.8,4,2018-03-07,Ostrowiec Swietokrzyski
36980966500,PRACTICE,61.75,5,2018-03-07,Kalisz
36980966500,PRACTICE,79.8,6,2018-03-07,Plock
02364929400,PRACTICE,60.8,1,2018-03-08,Jelenia Gora
02364929400,PRACTICE,86.45,2,2018-03-08,Bielsko Biala
42054145200,PRACTICE,88,1,2018-03-14,Inowroclaw
83963565400,PRACTICE,56.05,1,2018-03-07,Jastrzebie Zdroj
83963565400,PRACTICE,80.75,2,2018-03-07,Olsztyn
51973695400,PRACTICE,57.949999999999996,1,2018-03-08,Plock
51973695400,PRACTICE,59.849999999999994,2,2018-03-08,Ciechanow
51973695400,PRACTICE,80.75,3,2018-03-08,Szczecinek
31690708300,PRACTICE,73,1,2018-03-13,Leszno
31690708300,PRACTICE,82,2,2018-03-13,Swidnica
39434971300,PRACTICE,72,1,2018-03-14,Legnica
39434971300,PRACTICE,68,2,2018-03-14,Zwolen
39434971300,PRACTICE,94,3,2018-03-14,Kielce
84685839800,PRACTICE,82,1,2018-03-13,Tarnogrzeg
58759966800,PRACTICE,99,1,2018-03-14,Suwalki
46598828400,PRACTICE,79,1,2018-03-14,Bydgoszcz
10160769500,PRACTICE,66,1,2018-03-13,Swidnica
10160769500,PRACTICE,96,2,2018-03-13,Kamienna Gora
51867942000,PRACTICE,73,1,2018-03-14,Opole
51867942000,PRACTICE,55,2,2018-03-14,Nowy Sacz
51867942000,PRACTICE,54,3,2018-03-14,Bialystok
51867942000,PRACTICE,97,4,2018-03-14,Kamienna Gora
28320717000,PRACTICE,62.699999999999996,1,2018-03-07,Lubin
28320717000,PRACTICE,69.35,2,2018-03-07,Boleslawiec
28320717000,PRACTICE,72.2,3,2018-03-07,Tarnow
28320717000,PRACTICE,49.4,4,2018-03-07,Warszawa - Odlewnicza
28320717000,PRACTICE,58.9,5,2018-03-07,Elblag
28320717000,PRACTICE,60.8,6,2018-03-07,Sieradz
28320717000,PRACTICE,56.05,7,2018-03-07,Szczecin
28320717000,PRACTICE,60.8,8,2018-03-07,Lodz - Smutna
28320717000,PRACTICE,88.35,9,2018-03-07,Kamienna Gora
18573544900,PRACTICE,97,1,2018-03-14,Kielce
21365512900,PRACTICE,77.89999999999999,1,2018-03-07,Nysa
36583520900,PRACTICE,82,1,2018-03-14,Bilgoraj
71664347900,PRACTICE,73,1,2018-03-13,Wloclawek
71664347900,PRACTICE,84,2,2018-03-13,Biala Podlaska
32346577100,PRACTICE,81.7,1,2018-03-08,Biala Podlaska
28911853800,PRACTICE,60.8,1,2018-03-07,Barlinek
28911853800,PRACTICE,48.449999999999996,2,2018-03-07,Inowroclaw
28911853800,PRACTICE,83.6,3,2018-03-07,Suwalki
62432377000,PRACTICE,84,1,2018-03-14,Krakow - Balicka
30382347300,PRACTICE,77,1,2018-03-13,Kamienna Gora
83201953200,PRACTICE,62.699999999999996,1,2018-03-08,Legnica
83201953200,PRACTICE,48.449999999999996,2,2018-03-08,Mlawa
83201953200,PRACTICE,54.15,3,2018-03-08,Nowy Sacz
83201953200,PRACTICE,90.25,4,2018-03-08,Biala Podlaska
31692214800,PRACTICE,53,1,2018-03-13,Pila
31692214800,PRACTICE,97,2,2018-03-13,Piotrkow Trybunalski
30274424500,PRACTICE,58,1,2018-03-13,Skierniewice
30274424500,PRACTICE,91,2,2018-03-13,Katowice
54873956900,PRACTICE,65.55,1,2018-03-07,Katowice
54873956900,PRACTICE,72.2,2,2018-03-07,Gdansk
54873956900,PRACTICE,77.89999999999999,3,2018-03-07,Torun
23120529100,PRACTICE,52,1,2018-03-14,Sochaczew
23120529100,PRACTICE,57,2,2018-03-14,Olawa
23120529100,PRACTICE,57,3,2018-03-14,Ciechanow
23120529100,PRACTICE,59,4,2018-03-14,Olesnica
23120529100,PRACTICE,96,5,2018-03-14,Zwolen
58986072600,PRACTICE,85,1,2018-03-14,Biala Podlaska
68538285700,PRACTICE,57,1,2018-03-13,Lodz - Smutna
68538285700,PRACTICE,53,2,2018-03-13,Tychy
68538285700,PRACTICE,83,3,2018-03-13,Olawa
69228006700,PRACTICE,57.949999999999996,1,2018-03-07,Slupsk
69228006700,PRACTICE,84.55,2,2018-03-07,Szczecin
60097594300,PRACTICE,53.199999999999996,1,2018-03-08,Koszalin
60097594300,PRACTICE,84.55,2,2018-03-08,Bielsk Podlaski
01585766300,PRACTICE,85,1,2018-03-13,Elblag
76392760300,PRACTICE,67,1,2018-03-14,Lodz - Smutna
76392760300,PRACTICE,97,2,2018-03-14,Krakow - Nowohucka
41266639700,PRACTICE,87,1,2018-03-14,Klodzko
68843309300,PRACTICE,81.7,1,2018-03-07,Gdynia
34889904300,PRACTICE,83,1,2018-03-13,Rybnik
36070554500,PRACTICE,72.2,1,2018-03-08,Olawa
36070554500,PRACTICE,88.35,2,2018-03-08,Swidnica
03722112200,PRACTICE,64.6,1,2018-03-08,Boleslawiec
03722112200,PRACTICE,91.19999999999999,2,2018-03-08,Warszawa - Bemowo
19455706300,PRACTICE,73,1,2018-03-14,Elblag
19455706300,PRACTICE,79,2,2018-03-14,Tychy
04728479100,PRACTICE,81,1,2018-03-14,Zamosc
59131358200,PRACTICE,73,1,2018-03-13,Ciechanow
59131358200,PRACTICE,58,2,2018-03-13,Szczecinek
59131358200,PRACTICE,88,3,2018-03-13,Piotrkow Trybunalski
64518635400,PRACTICE,79.8,1,2018-03-07,Chelm
03660266500,PRACTICE,52.25,1,2018-03-07,Pila
03660266500,PRACTICE,72.2,2,2018-03-07,Rzeszow
03660266500,PRACTICE,88.35,3,2018-03-07,Warszawa - Radarowa
72103047900,PRACTICE,76.95,1,2018-03-07,Bydgoszcz
24958013600,PRACTICE,67.45,1,2018-03-07,Jastrzebie Zdroj
24958013600,PRACTICE,94.05,2,2018-03-07,Milicz
75776519800,PRACTICE,76.95,1,2018-03-08,Pulawy
56550330100,PRACTICE,58,1,2018-03-13,Jelenia Gora
56550330100,PRACTICE,56,2,2018-03-13,Ciechanow
56550330100,PRACTICE,54,3,2018-03-13,Tarnow
56550330100,PRACTICE,61,4,2018-03-13,Lodz - Maratonska
56550330100,PRACTICE,63,5,2018-03-13,Plock
56550330100,PRACTICE,67,6,2018-03-13,Kamienna Gora
56550330100,PRACTICE,99,7,2018-03-13,Grudziadz
38057909700,PRACTICE,62.699999999999996,1,2018-03-07,Gdynia
38057909700,PRACTICE,73.14999999999999,2,2018-03-07,Czestochowa
38057909700,PRACTICE,49.4,3,2018-03-07,Kozienice
38057909700,PRACTICE,61.75,4,2018-03-07,Zwolen
38057909700,PRACTICE,64.6,5,2018-03-07,Kamienna Gora
38057909700,PRACTICE,49.4,6,2018-03-07,Krasnik
38057909700,PRACTICE,48.449999999999996,7,2018-03-07,Milicz
38057909700,PRACTICE,72.2,8,2018-03-07,Leszno
38057909700,PRACTICE,54.15,9,2018-03-07,Gdynia
38057909700,PRACTICE,48.449999999999996,10,2018-03-07,Olesnica
38057909700,PRACTICE,51.3,11,2018-03-07,Przemysl
38057909700,PRACTICE,65.55,12,2018-03-07,Kalisz
38057909700,PRACTICE,50.349999999999994,13,2018-03-07,Szczecin
38057909700,PRACTICE,85.5,14,2018-03-07,Lublin
22588126300,PRACTICE,92.14999999999999,1,2018-03-07,Lublin
32948106400,PRACTICE,81,1,2018-04-11,Luban
35259061400,PRACTICE,52,1,2018-04-11,Przemysl
35259061400,PRACTICE,94,2,2018-04-11,Gdynia
11680511300,PRACTICE,75.05,1,2018-04-05,Wroclaw
30385212100,PRACTICE,92,1,2018-04-10,Radom
27936915700,PRACTICE,67.45,1,2018-04-05,Nowy Targ
27936915700,PRACTICE,62.699999999999996,2,2018-04-05,Plock
27936915700,PRACTICE,91.19999999999999,3,2018-04-05,Klodzko
88233071400,PRACTICE,97,1,2018-04-10,Jastrzebie Zdroj
59848679800,PRACTICE,74.1,1,2018-04-05,Bytom
59848679800,PRACTICE,72.2,2,2018-04-05,Opole
59848679800,PRACTICE,69.35,3,2018-04-05,Klodzko
59848679800,PRACTICE,91.19999999999999,4,2018-04-05,Elblag
49768245800,PRACTICE,69.35,1,2018-04-04,Lomza
49768245800,PRACTICE,66.5,2,2018-04-04,Nysa
49768245800,PRACTICE,56.05,3,2018-04-04,Zwolen
49768245800,PRACTICE,86.45,4,2018-04-04,Luban
49847012100,PRACTICE,86,1,2018-04-11,Poznan
39420676900,PRACTICE,71.25,1,2018-04-04,Rzeszow
39420676900,PRACTICE,59.849999999999994,2,2018-04-04,Nysa
39420676900,PRACTICE,50.349999999999994,3,2018-04-04,Garwolin
39420676900,PRACTICE,56.05,4,2018-04-04,Biala Podlaska
39420676900,PRACTICE,89.3,5,2018-04-04,Opole
12809477400,PRACTICE,84,1,2018-04-11,Radom
87164934200,PRACTICE,48.449999999999996,1,2018-04-04,Gorzow Wielkopolski
87164934200,PRACTICE,86.45,2,2018-04-04,Ostroleka
31078633800,PRACTICE,91,1,2018-04-11,Klodzko
89456008900,PRACTICE,64.6,1,2018-04-05,Wroclaw
89456008900,PRACTICE,67.45,2,2018-04-05,Siedlce
89456008900,PRACTICE,60.8,3,2018-04-05,Tychy
89456008900,PRACTICE,55.099999999999994,4,2018-04-05,Nysa
89456008900,PRACTICE,93.1,5,2018-04-05,Jastrzebie Zdroj
15154198600,PRACTICE,55,1,2018-04-10,Gorzow Wielkopolski
15154198600,PRACTICE,71,2,2018-04-10,Wroclaw
15154198600,PRACTICE,64,3,2018-04-10,Swidnica
15154198600,PRACTICE,60,4,2018-04-10,Lodz - Maratonska
15154198600,PRACTICE,68,5,2018-04-10,Inowroclaw
15154198600,PRACTICE,56,6,2018-04-10,Szczecinek
15154198600,PRACTICE,71,7,2018-04-10,Ostrowiec Swietokrzyski
15154198600,PRACTICE,88,8,2018-04-10,Kielce
16919954400,PRACTICE,55.099999999999994,1,2018-04-05,Sochaczew
16919954400,PRACTICE,51.3,2,2018-04-05,Krakow - Nowohucka
16919954400,PRACTICE,79.8,3,2018-04-05,Kalisz
66549418600,PRACTICE,66.5,1,2018-04-04,Krakow - Nowohucka
66549418600,PRACTICE,81.7,2,2018-04-04,Grojec
15744078000,PRACTICE,78,1,2018-04-11,Katowice
73930956100,PRACTICE,92,1,2018-04-11,Kedzierzyn Kozle
86729438500,PRACTICE,72,1,2018-04-11,Zielona Gora
86729438500,PRACTICE,73,2,2018-04-11,Grojec
86729438500,PRACTICE,75,3,2018-04-11,Walbrzych
68869304800,PRACTICE,90,1,2018-04-11,Bielsk Podlaski
86675317100,PRACTICE,52,1,2018-04-11,Bielsk Podlaski
86675317100,PRACTICE,78,2,2018-04-11,Siedlce
88155085800,PRACTICE,71,1,2018-04-10,Opole
88155085800,PRACTICE,63,2,2018-04-10,Chelm
88155085800,PRACTICE,68,3,2018-04-10,Rzeszow
88155085800,PRACTICE,68,4,2018-04-10,Plock
88155085800,PRACTICE,61,5,2018-04-10,Garwolin
88155085800,PRACTICE,63,6,2018-04-10,Bielsko Biala
88155085800,PRACTICE,51,7,2018-04-10,Kamienna Gora
88155085800,PRACTICE,54,8,2018-04-10,Milicz
88155085800,PRACTICE,73,9,2018-04-10,Krakow - Nowohucka
88155085800,PRACTICE,93,10,2018-04-10,Biala Podlaska
32150683100,PRACTICE,68.39999999999999,1,2018-04-05,Krosno
32150683100,PRACTICE,51.3,2,2018-04-05,Lublin
32150683100,PRACTICE,93.1,3,2018-04-05,Zwolen
77421180000,PRACTICE,63,1,2018-04-11,Grojec
77421180000,PRACTICE,76,2,2018-04-11,Krakow - Balicka
61429741600,PRACTICE,55,1,2018-04-11,Bielsk Podlaski
