pesel,lecturer_rating,instructor_rating,course_rating
41742938900,6,8,3
07763835800,9,6,8
55434904900,7,9,4
27030333900,9,6,8
41163261000,5,3,7
74815568700,4,6,7
64384990800,6,6,5
87424248600,8,6,6
23565652500,7,8,6
63219058700,6,7,6
60012895000,6,6,3
68847208800,6,7,3
52229526100,8,4,4
46194438500,6,5,7
04857968900,5,6,6
22506313300,7,5,3
67655598800,6,6,5
27205991000,6,7,8
73645725300,4,6,9
89655350800,7,6,5
53963468000,6,2,1
80092742100,1,7,4
15275958900,5,4,3
46677574400,4,7,5
76831389400,6,7,6
61288344300,4,5,3
23209653800,8,3,4
18708746500,7,4,7
65123045800,3,6,4
02314452300,6,9,3
80101576600,6,7,3
89123572200,5,9,7
26831606300,7,5,5
50640048100,7,4,8
59052219300,5,5,2
79434557600,7,4,9
36010316900,6,7,8
72740279600,9,5,6
43970025400,5,6,7
07641561000,6,5,6
73599071900,7,6,3
83265576800,8,6,4
55504851700,4,2,5
80521991300,6,8,7
78987362300,3,5,5
21684520700,6,2,5
05188613000,4,7,5
83153242500,5,6,4
68983441100,7,8,4
11586149500,7,4,8
53348240200,4,7,4
81928790800,5,6,6
29346607600,4,5,7
56990073600,6,6,6
31225026500,8,4,3
83287114500,1,6,7
25647940000,5,4,5
21606077200,8,7,2
80782584200,4,7,5
84921347700,5,4,5
81780247500,6,3,6
82724040300,7,5,6
75566783200,7,6,4
49711912800,7,7,6
46779714700,8,2,8
26461305400,7,5,8
46442094400,8,1,1
62021917300,5,5,4
22792252200,2,7,4
14546362700,6,0,4
42358462300,7,8,6
78009196200,6,7,2
64776504000,7,7,9
76234304200,5,7,5
54663452000,8,7,3
21127960100,6,3,6
48083619200,7,4,9
52083595800,2,6,8
83746080400,5,9,2
89761510300,5,8,3
54154163500,6,8,4
04491715700,6,5,4
43886370800,8,9,7
75393269600,7,4,4
26247374200,8,9,4
16708074000,7,6,8
52830107600,5,2,9
00565792400,8,6,2
34013583400,7,6,5
26630784300,6,6,7
36309451000,3,8,8
31134638200,6,6,6
16648877500,1,4,4
85552011900,8,7,4
05228954500,6,7,7
45217203800,5,3,5
54023738700,7,5,3
87364758600,8,6,7
42278641000,7,5,6
73175238400,4,7,2
12884725000,9,4,5
24206462700,8,9,7
86745902400,6,7,4
03453978600,4,5,6
27167548400,8,8,1
67419139100,3,8,4
02780597700,4,5,8
64189639400,7,6,7
09634496400,6,7,4
54876511500,5,8,6
04644111300,7,5,9
86512020100,5,5,7
28209910000,8,6,9
72470930900,5,7,4
49643250800,5,6,6
80301363700,9,5,4
61155755200,5,5,4
52812950500,5,8,4
14715774500,8,8,9
51079031600,2,4,6
46337231400,4,3,4
65696286900,6,5,8
71455178300,6,6,5
13063787700,9,6,6
47157390000,8,5,7
37087003500,7,6,7
75592554600,6,8,5
89663715900,1,4,9
28461966200,8,6,3
24428363300,6,3,5
58028951800,8,6,4
73346843500,5,3,6
84915908200,4,2,4
00565278400,4,3,8
66139078000,6,7,9
26657732700,2,6,8
33116048400,4,7,4
71708325400,7,2,4
87101228100,7,5,7
84158668800,7,7,2
73726095700,9,7,5
28732072900,8,4,5
70315312400,7,5,8
17699904300,6,6,5
06846855400,6,0,6
06345785300,8,3,5
29147911400,6,6,6
88568529900,7,8,6
50506609600,5,4,7
82069145600,3,1,6
59345928800,7,7,4
24483681300,9,5,4
70082234300,6,6,8
68080776200,3,9,5
07954695300,1,6,5
80247106900,6,6,7
50787461900,6,6,6
84166136400,5,5,6
26196582400,6,7,3
60599526600,5,4,1
04399616200,9,7,3
81430723000,3,6,6
34379067200,7,7,5
46053716500,4,6,6
17878502100,6,5,7
38191603200,7,6,8
63423990500,6,6,6
17979593600,6,5,3
07650426900,6,5,5
59563222100,8,7,6
41824852900,7,5,6
25227475400,6,1,4
55973030700,4,6,4
06568946600,6,6,4
31873775800,5,9,6
35397598700,6,7,4
53156680500,7,5,5
46483395200,5,4,7
44081384800,7,1,5
42891428800,7,7,8
39623481200,4,6,6
12639156000,5,6,4
50916487500,5,3,6
09798677100,4,5,5
55787622900,7,7,4
17788739400,8,6,6
79899533800,5,4,1
27406223200,7,5,1
13621512900,5,5,5
42794205900,7,7,6
73226463300,7,6,8
32376800300,6,9,3
44294027900,6,6,5
35746285300,2,9,6
63596941600,6,8,5
38024360000,6,7,5
88381763700,6,6,5
89583716400,8,1,5
71310480600,5,5,3
26221680900,5,6,4
31384092500,8,6,4
17870117100,5,0,6
82375812300,7,7,9
82408579000,5,5,7
33488307900,6,4,6
24245928000,4,6,5
67157904200,2,5,8
24996698300,5,6,6
87587263800,7,4,1
86317724500,4,9,2
72566238100,2,7,0
30063464200,7,6,5
55758103800,5,1,6
25335549300,8,6,9
54772426100,5,1,7
19885052500,9,9,5
87618343100,6,4,7
09865240000,2,6,8
23570813500,3,7,6
26688020100,2,6,6
18321620200,9,9,3
59701752800,5,9,4
80760752300,5,6,5
66185917400,3,6,1
80659920900,3,8,0
83322088300,5,9,5
00398638600,3,2,5
01838921300,6,9,1
06676316400,0,7,5
46567655600,9,9,5
88158818000,8,2,5
83974259200,2,8,5
36880193700,6,6,3
64849893700,4,6,3
00745895900,3,5,5
29887288500,4,6,4
36455112300,3,4,5
64348352700,3,6,7
13698683800,6,7,7
23581615800,6,8,7
35473242600,5,9,4
01325256800,3,9,4
01507931000,6,5,9
36638998000,4,6,6
86376478100,7,8,8
77894655000,4,5,5
66704041200,5,5,4
22487654300,6,8,5
37567201300,9,7,8
85773800200,7,8,6
30584130600,6,7,7
16007018300,3,5,1
20211267300,8,6,4
84507808200,6,5,9
46734812500,9,7,4
40038480700,8,8,5
13954364000,7,6,4
76401540900,6,6,4
21024815900,4,2,6
77117242400,7,1,6
27977444500,9,6,5
47910093000,7,5,6
52680107100,5,8,2
55244560400,8,7,4
49420647200,9,1,4
23436942100,7,3,6
46481583900,4,7,5
37472064700,6,9,8
19868966200,7,5,0
03838277900,4,6,6
59927601800,4,9,6
50148719200,3,1,1
68189866500,5,6,5
53669695400,4,7,4
81373503800,8,5,6
17948083700,6,4,7
35937016800,6,7,5
31182166700,5,7,4
37924854800,7,2,4
52992802200,7,5,6
61808399700,0,5,5
82809700200,6,4,6
54643369900,8,7,6
18068962400,5,6,3
81414982100,1,5,6
70887874700,8,7,7
80265671300,2,6,6
17389695000,6,8,1
38056221100,6,6,7
70560625900,7,5,5
39841522400,5,6,6
40803434800,4,6,9
57113555300,8,3,5
03724955300,5,6,4
38003052900,8,5,5
06528764400,8,5,6
76223682000,7,6,8
59409735900,8,8,6
41152975200,8,6,8
27872051800,6,8,5
46102705100,7,7,2
12194438700,7,8,4
10180422500,8,5,9
40190603700,7,3,7
24399627900,6,7,7
63706637400,6,9,6
29402101000,4,6,7
59094699700,6,4,7
25857377200,8,2,5
23485406000,4,5,6
24420539900,4,6,4
33372516000,6,5,4
23244399900,7,6,2
57613076900,6,8,9
81688039200,5,8,6
64057155400,7,8,6
19456731500,9,9,1
58549370200,3,4,4
63649190500,5,6,4
40533034100,3,9,4
82896777400,6,6,8
89686578600,6,7,1
58137833200,4,7,6
58153378900,5,5,6
44869694000,6,4,6
67226182600,6,6,2
38981463900,8,7,5
77439737700,5,5,7
43384477300,8,9,3
71798123400,7,5,4
66073838200,7,6,4
10214893100,7,4,7
04728938300,9,6,2
39182723400,6,7,4
76787461900,7,5,4
81162443400,0,7,5
39350700900,1,7,4
09297263700,9,7,7
23283245400,3,6,6
17090275200,4,3,7
84573736500,7,4,0
69365445100,5,6,6
85015326000,9,2,6
25827650100,4,5,6
84179013300,6,6,4
89083928800,8,3,9
64219899200,4,5,4
09289733800,7,6,4
09120162900,6,9,6
76159034700,6,6,5
39495429500,2,6,6
79782752600,7,7,6
39754593900,4,3,3
44432859500,3,7,5
87569821600,9,8,4
40072581300,6,5,8
82591857300,7,6,8
37347723800,7,6,6
40673205600,6,5,4
08581030200,8,9,6
45785978500,4,7,3
41907979200,5,8,6
63515697900,6,6,8
03087544400,6,6,4
83705545800,5,4,5
10451597000,2,7,9
26974863500,7,6,8
47145732500,5,6,4
38740425300,5,5,3
67243080200,6,7,3
22984537500,7,5,4
84012240500,6,9,8
30721615900,7,3,2
83075440300,7,2,4
51243842700,6,8,4
63296590700,8,4,4
71726544600,8,7,8
83252830800,7,5,8
60541513400,1,6,7
23094525900,7,7,6
35113828400,6,5,5
40536383500,4,7,6
17132879500,9,7,4
07154265000,7,5,3
41003105000,8,0,6
83487196000,7,3,4
40049315700,7,9,0
86235415400,7,8,8
61375081800,8,6,5
50501036100,8,0,6
48342636700,7,6,5
17867331400,6,5,3
22251745800,9,6,6
65840591000,5,9,6
48325464200,7,6,6
53777827700,6,7,5
39662420000,7,7,6
00824494200,7,5,4
19170203900,7,7,5
87721125100,3,6,7
32580598400,7,8,3
89984651300,4,5,4
82455770700,4,7,6
38771981800,7,8,9
69723929900,6,6,8
72652470700,8,5,6
61713541600,6,7,4
68954634300,6,6,3
59358788700,4,2,2
35294790400,7,8,6
69064138900,4,6,6
86107105900,7,5,7
80083731400,6,6,5
79916920500,6,8,2
22458476900,5,7,9
27154955200,8,6,6
25254620400,6,7,9
38616850500,6,6,2
51856161700,2,6,6
64282578500,2,6,6
75639665700,8,4,5
59750515200,4,5,5
56960358000,4,4,5
07702108800,7,7,4
33305713600,4,5,7
42957044800,6,6,6
35512925700,7,4,4
58706492700,9,7,3
12120815200,5,7,6
63774937400,7,3,4
40183100100,6,5,6
01302844600,5,7,9
20043875500,2,5,6
35570481800,4,3,7
14066912000,5,5,2
61385657700,6,7,4
08186102700,9,7,5
88909478900,8,5,6
54085756900,4,5,3
41712671700,5,5,6
52420355700,5,8,6
32133803800,7,7,3
38005428000,5,5,4
01209255400,6,3,4
40220424400,6,5,6
31595883500,5,0,4
59628407400,5,6,1
66027999000,6,2,5
85211028900,6,6,7
24725040100,3,6,4
14306357200,5,6,9
22865241100,7,5,6
57427929900,6,7,7
16799405600,2,3,1
67818913200,6,5,5
65787705300,5,8,1
88514543000,9,3,2
11011881600,4,5,8
03258999700,6,5,9
51747729900,7,5,2
15215766300,6,4,4
89415143400,7,6,4
10217760200,8,3,6
67422850700,6,3,8
58447496100,7,4,3
16130505300,6,4,1
16027290500,6,2,8
35459665800,6,6,7
75091654000,6,6,6
29789707800,5,6,5
15425986100,4,2,5
89274495100,2,7,4
14239624500,7,5,3
87654792700,7,8,7
40732232700,8,7,6
40327120400,7,8,5
66075423700,5,1,4
04869043900,7,4,2
13877171400,5,7,8
02036034600,0,8,5
06434158600,5,9,3
08673060200,5,9,1
41539818800,6,5,5
66193172600,8,7,3
59547579500,7,7,3
62982865000,7,6,6
49012736000,8,4,6
63175255000,6,1,2
42432265900,7,5,5
72015328400,6,2,3
71025222100,3,5,4
31074292500,5,8,5
39983673100,6,7,6
69140056300,4,7,5
36685679000,5,6,7
71265065000,6,7,7
08218278900,6,8,5
21596976100,1,5,7
12499175600,6,7,6
85713753500,7,7,5
01364244300,5,5,7
79466946300,7,7,7
59317671100,7,2,6
44595643300,6,5,7
02471578100,2,9,6
30530453800,9,5,6
88127013700,7,6,8
87672876800,5,6,5
14986722700,7,6,8
56674984800,6,6,1
67171815800,8,5,6
08955303500,9,7,6
07266361000,7,5,9
36015038800,7,7,6
89304107500,7,2,6
11936123100,5,9,4
67174389100,8,8,6
06340406000,9,7,6
41752627200,5,7,8
73579330700,3,6,6
24318817600,5,7,4
64371034900,7,7,5
20826514400,5,6,7
43897600900,7,6,4
28429922300,7,6,5
05428937900,7,7,6
72756552900,6,6,5
76719098400,6,7,6
36285852100,6,7,6
54244828400,7,6,8
06841166300,4,5,6
82009633300,5,9,8
35553619300,3,6,4
01538878500,7,5,6
77113334700,5,3,3
14432507100,5,6,6
15612835500,6,7,6
86101306100,5,6,5
22120876800,5,6,6
45843421900,7,8,5
36250169700,8,0,5
02208317600,5,2,6
54915817600,6,7,5
31739812600,6,6,6
44077356600,6,5,5
42445433300,7,2,9
01876547400,4,5,7
20950522700,7,5,3
72791210400,5,8,5
59089943200,7,5,6
27039160600,7,9,8
88446738700,6,6,6
56425475500,5,7,2
06148776300,6,6,5
75883571300,6,5,4
82676044700,6,6,6
47384329100,7,8,1
77483109900,6,6,4
07558535000,4,6,5
51091653400,7,7,5
52984482500,8,8,4
76705008000,5,7,5
17237024100,3,9,4
02457904000,7,5,3
18904288700,7,5,4
72712174600,7,8,2
02019487000,7,6,9
27939998800,6,5,5
46216426500,4,7,5
44892065800,9,6,3
48149675200,8,8,2
13079038400,1,9,8
04173464000,6,6,6
72201810300,7,6,6
54334713200,8,3,3
46166923100,5,9,4
82376300100,2,9,9
77755976400,6,7,8
87308471200,5,6,6
64868663700,7,6,6
83534477400,8,5,7
06918112500,4,7,1
74020856400,5,6,5
35331139600,5,4,8
62285776200,4,5,9
58532868800,7,8,6
41955107300,5,4,5
85649261000,5,6,5
84716303700,7,4,7
87381022000,8,6,2
56614497200,8,7,5
83625736000,4,5,5
84890753800,4,0,2
07861989100,3,4,6
44828006600,6,4,3
61124739200,4,9,3
63905259400,5,6,5
87846483400,6,8,9
64672775900,6,8,2
65751106200,4,6,6
01451378100,7,6,7
37277710900,5,8,1
15755100600,7,6,6
03789018200,8,5,7
65666989100,2,3,8
88184855900,8,4,9
77510772300,8,8,5
12947627900,2,5,4
86894989900,5,5,3
32558416500,7,5,3
27879767500,5,6,7
59337023500,1,1,3
26429467700,6,3,4
63467842900,8,7,4
06040023900,6,5,6
40532066300,6,6,5
33380025800,8,6,7
32515342100,8,3,6
68218471700,6,6,8
03504821200,5,8,1
03481412400,6,8,7
36134194500,5,9,5
34908897200,8,8,0
55464704300,7,7,5
29638369700,6,5,4
05011287200,7,5,7
88209310600,8,1,5
18116801800,7,6,4
29403259500,7,7,3
25253708400,6,6,9
81243567500,6,5,3
37404852000,5,7,5
87873033000,6,8,4
36043780500,7,6,6
31161806800,6,5,8
32066938300,6,5,5
28058402000,7,0,5
69649411000,3,5,5
57858739900,9,6,5
68154374700,5,7,7
42382712700,9,5,9
20697466500,6,6,6
48368785900,5,8,3
11191393500,4,8,6
30983376000,6,9,6
58296951700,6,2,8
17688463800,4,5,4
61964829700,6,4,6
76539000200,5,6,8
88844888400,7,6,6
52729906900,7,7,3
23462395600,9,6,8
80798813400,5,5,4
01989374200,3,3,1
88163919900,0,5,7
11886749100,5,3,7
28920757200,6,6,5
45010457200,6,9,7
02948298200,3,7,7
79901453000,5,8,6
38259273900,9,5,5
43076836200,1,5,4
64529789400,5,6,6
12753870400,6,5,6
50297493400,5,3,6
20326806300,8,6,7
09022329100,2,6,2
51545255600,6,7,4
16020191500,3,5,5
01112279500,7,4,6
77519081900,7,8,5
51523421800,6,5,5
57929561500,7,5,2
49788865400,7,6,7
34901240400,6,6,5
43293554900,5,4,7
22114307300,8,6,8
31414940600,8,4,2
88228946300,6,5,6
08522347900,6,6,5
84858842300,6,6,6
87428217800,9,7,4
21359460900,2,7,4
86679118300,7,4,6
13327943800,6,6,6
12837098300,6,8,6
84996090300,8,7,6
43305868400,8,3,5
14561944000,3,6,5
42485196500,4,5,6
53173153800,9,4,6
26857477900,6,7,5
84389449800,4,7,9
82658654200,7,5,6
13847482900,8,7,7
73975592700,4,3,6
37540577900,8,6,3
31246532200,6,7,4
31135957300,5,6,3
51319146600,6,8,6
09129624000,8,1,3
17958218300,2,8,6
68731204600,8,6,7
08840289000,7,6,4
41194165900,7,5,6
77335373200,6,6,7
71484235900,6,4,7
75739628500,8,7,4
74032895600,4,5,6
26183106800,6,7,4
19138198100,6,8,2
48915604300,5,2,4
45031806500,4,6,7
57309053400,6,2,9
78066346900,3,6,7
20680454000,5,5,6
31835243700,1,8,4
89238891900,4,7,4
25515631100,5,7,5
01949557200,1,3,8
85275733900,5,8,6
08746628200,6,3,4
00961042300,7,2,7
08398321600,6,7,0
77853502400,5,4,1
52075489000,6,6,5
69486682800,7,8,5
38110825000,8,6,3
29913345400,8,7,6
45849674200,3,8,2
58914333800,5,6,6
61348118600,6,5,6
83455986900,7,6,6
58749640000,5,0,8
71075156100,6,5,2
84868699400,6,7,6
00991205300,7,2,4
18429225400,7,4,5
29199887300,4,5,0
25961131700,6,7,7
47148364800,7,8,7
10616663800,5,6,6
79642042400,5,9,3
19820317600,5,8,6
78006290200,3,8,9
47266121200,8,5,4
04920912400,8,2,5
43254729000,7,5,7
47108051200,8,9,8
12621665700,4,6,4
57232339800,4,6,4
44446320300,7,9,6
35023522700,4,6,5
47870789200,7,5,8
24364878600,1,7,5
60428605700,0,7,7
85950753200,4,7,5
74188576800,7,7,5
70250202300,6,5,2
08032220900,8,6,2
63058883100,6,5,9
80283943100,8,4,5
11511404200,7,6,7
18758851600,5,8,3
81157266000,8,6,7
45695967300,6,6,6
61718314600,6,6,4
23869442600,3,8,6
80475311600,4,5,6
00152485000,3,6,6
19293256500,6,6,4
73318405700,6,4,4
03689337900,6,9,6
11329259000,6,6,7
76173649100,7,5,2
81027497800,9,7,4
84584982800,3,6,2
03074265000,6,5,5
26662423200,6,8,4
02440407600,7,5,4
40840160800,8,6,4
24596400400,6,6,5
84841063400,6,5,6
24002426700,7,6,4
38846079300,7,5,7
34770528100,8,4,4
20363432600,7,6,9
58646323800,5,5,6
40569691500,6,7,5
18591752500,3,7,6
81089871900,7,5,6
51857881100,1,6,7
69596505400,4,4,7
89880719900,6,5,2
11906275200,6,7,8
79891087200,8,7,6
67821707300,7,3,6
76863714800,6,6,5
61158835600,7,4,6
27219203000,6,6,5
32890150000,7,7,5
85086657900,7,5,5
20909994300,5,6,9
51517707000,4,7,6
10111059100,4,7,5
00822695200,5,3,4
35553632200,8,3,6
63676074000,5,4,4
43613832700,6,8,7
05456802300,5,6,8
49035671300,8,3,2
22605134200,6,7,7
22240099800,6,6,4
81746647500,7,7,4
49068678200,5,6,2
10931482700,7,6,3
13306561400,5,5,6
71254985400,1,9,7
22866139900,7,6,9
84161435100,7,7,9
60415641800,8,3,6
30267476800,9,6,7
42091649900,8,6,2
78273148200,4,6,8
02373945100,6,7,9
57418251000,5,5,5
22109597500,8,7,6
20347769500,8,6,7
75043175200,6,5,4
39051352600,6,9,7
21575543400,5,7,3
77506877400,4,5,3
57691577400,8,4,5
85297551500,6,7,4
51232174600,8,8,1
32430989800,3,5,2
62085574200,5,8,4
72393765900,2,5,4
02876942900,5,6,5
30393174200,6,7,7
71290556400,8,3,5
18650849600,7,4,6
66724289600,6,6,5
73907045400,3,7,7
82925080800,7,6,4
29321775000,1,9,6
65280557600,5,9,2
48925840600,7,6,8
27393460900,9,3,4
31673947900,5,0,2
54397366200,7,6,1
16780461200,5,5,6
23665413600,5,9,9
60243897600,5,4,8
59846616600,8,6,4
72019791300,5,6,5
49468182100,7,8,5
87305958300,5,2,3
19134385100,6,5,2
51506203700,6,9,7
55158974300,6,4,6
82696011800,7,3,4
27719787200,4,9,3
87520629200,4,5,6
85316621600,6,6,2
19013241100,4,5,8
50143834200,7,7,9
02041534700,9,5,3
83056041300,6,4,2
88865896500,4,5,6
81335414600,7,6,6
20268979300,7,6,4
12970539500,6,9,6
61570073100,6,5,6
15478288300,7,4,4
82112886200,7,7,5
47568960700,9,5,5
82673737000,4,6,5
12916528100,5,8,6
29193117700,4,7,9
36967040300,7,9,7
44433971700,8,7,5
85704314700,4,9,9
40949232400,2,6,2
23456730700,7,8,3
55593030000,6,6,4
12157487100,5,9,4
39258476800,4,3,5
11012189300,4,7,2
08309063400,5,7,4
47712677000,4,6,6
22783068700,8,8,7
86175154000,5,7,7
56544271400,8,7,8
56198377100,6,7,5
12566704200,5,7,6
46126659800,5,6,4
09068710000,5,3,4
27043996200,6,5,1
55303601700,8,5,6
41535136700,8,5,6
69910679800,8,8,1
30591513200,6,7,6
06822963200,5,8,7
69116494300,8,7,2
27125398400,7,9,2
45901035900,5,7,2
86859740200,6,6,8
06664818700,9,7,5
20058095800,5,6,7
17768684500,9,7,4
32612073500,7,5,5
56365569600,7,7,5
22212440600,7,3,9
58066473900,6,7,7
06358997300,7,6,6
16961469900,5,6,8
64225129000,2,5,6
37781898100,7,5,8
63003805500,7,5,8
73535943800,4,5,6
33983819800,4,4,9
29483889900,6,8,6
34224010600,5,8,5
34622629300,5,5,4
00218529700,5,7,1
67475922900,5,8,6
58445187400,7,9,5
21453029600,2,6,3
72444825200,6,7,7
84314340000,6,5,7
21107253500,7,7,8
38425694000,5,5,3
25576405700,8,6,6
04081536100,7,5,6
54546947900,5,5,3
05809047600,6,8,6
83235586200,7,4,5
56106727100,8,6,5
29858282400,5,5,2
60589348600,8,6,1
61758041300,5,7,6
87069884400,6,6,5
42267101400,9,6,8
61339804200,7,6,6
18396194100,9,5,7
10469620500,2,6,6
36481093400,5,5,6
66253655300,7,5,6
06482491300,7,6,2
56701248800,9,9,6
75329614800,5,3,7
53080790500,5,5,6
44992983700,2,5,5
34571554000,7,4,7
35637174400,5,6,7
82316225000,7,9,4
77360723400,8,7,7
16664573200,7,9,6
81193776300,4,7,6
16423626400,5,5,7
64011546800,6,6,3
44111572100,8,5,5
11406658600,8,6,6
65110771400,6,5,1
28157387300,5,6,4
78034728900,7,6,3
83647426400,5,4,4
57303538800,5,8,8
07437310500,7,8,4
22633842200,6,9,3
06070999100,5,6,2
21315284400,6,9,8
67696230000,4,8,4
37557578400,6,8,6
77207447600,4,8,0
50567473300,7,5,3
80648260300,1,5,7
69850434700,1,6,8
45358621000,8,6,3
01285372400,0,5,5
70494940300,6,6,7
52258480700,5,7,6
04463127400,8,6,1
60212852500,3,4,5
05563138800,7,6,6
00670916500,1,0,2
12779612500,2,6,5
61913874100,3,9,4
77721701000,4,5,6
64016660100,0,9,6
45754774000,2,7,8
63954178700,6,8,6
81626137600,5,9,4
84705466800,9,4,2
05812026500,8,5,6
13344364700,3,9,6
20038140100,7,7,7
21427191600,7,4,7
84874141300,5,6,6
87683795400,7,7,6
57637208500,7,8,6
51182690700,6,6,7
13603562800,6,7,8
39073791400,6,6,3
10973236000,5,6,6
86779097400,6,9,9
22718485200,5,3,5
07563865800,3,3,4
11532337000,7,4,6
84425323300,5,6,5
38134114400,7,8,8
69161550500,7,6,3
42093690700,8,8,8
16729338600,8,9,4
53266352500,5,7,4
79558031900,6,9,7
88767460400,6,5,8
35233002900,6,7,0
13452398400,7,6,8
09364849600,1,8,5
51031311300,5,4,5
61026776800,3,6,4
81753756900,2,7,4
48257282000,9,4,6
14919389600,4,7,8
03801036900,4,6,4
63759574900,1,8,4
43485078400,6,9,6
33376314400,5,4,7
69402380900,6,6,6
20862468000,7,6,4
33885465100,4,5,1
89301323100,5,7,7
18829970600,8,5,5
13724880500,8,8,4
62241376600,3,6,6
15840750000,0,7,6
81939134300,9,8,6
02425207700,7,2,5
78703501500,5,5,5
02283043700,5,5,2
14519989100,2,4,6
38285003200,6,8,4
04385833500,6,9,7
49832010600,5,6,5
33367558400,9,5,7
18541978900,0,9,5
52791383300,4,5,7
56855670400,5,7,6
27942570800,3,5,6
22842791900,7,7,5
62242166800,5,5,6
22857049800,9,7,6
77455394500,7,7,4
72949504500,4,6,5
64580962800,7,5,6
45721081000,9,9,3
19114174900,2,6,0
52023663900,5,4,3
50656615900,6,6,5
38371731700,4,7,4
08382081800,7,5,6
38107110000,7,6,7
79440492000,6,4,6
10969304100,6,6,4
60492101800,8,8,1
37824940500,5,8,5
28883348100,8,6,7
54126094200,5,6,7
51861183900,7,4,7
64068695700,9,6,4
17790208300,4,6,7
62872139600,8,5,5
38954300400,7,7,9
53113726800,0,5,6
54098113500,7,8,6
52154052700,1,9,1
00367449900,5,5,8
88609534600,6,6,7
29333096600,6,4,8
10932277600,5,6,3
23197101800,7,4,7
04331449100,6,5,8
72115275400,3,6,6
12531949500,5,5,6
00653679100,8,8,3
28665186600,4,8,5
36598705800,1,3,6
50283921100,8,5,6
06638469600,5,5,1
07193023500,5,5,7
37401341900,6,0,6
47708791800,5,8,0
43639308700,6,9,6
29409585700,6,6,6
24132822500,6,6,6
12335525400,6,6,7
82933199500,6,6,6
52111864400,7,5,6
14712882900,6,2,4
86299422900,7,5,3
77148242100,7,4,5
10208986700,7,7,3
17676222100,6,9,3
32766066100,7,7,5
79824686500,7,7,3
74309104200,4,7,2
35612883100,5,6,5
11624066400,9,6,1
29667988000,5,4,5
08127616100,5,6,3
81130655600,7,5,5
30502739800,3,6,7
38122842800,8,5,5
59556669400,9,9,5
65936568500,6,4,7
72513812500,7,6,5
10668306400,2,7,3
25719326300,6,9,5
36261066400,6,6,5
74796052200,6,8,7
58457076900,4,6,9
63545338200,9,8,7
89756250000,5,5,5
36882968900,1,5,5
63057348500,5,5,5
19917384100,4,6,6
86457489500,7,3,7
49048407300,5,7,5
25851129700,9,0,2
02425956900,6,9,4
17878862600,4,7,6
57368323700,6,8,6
47228326400,5,7,6
08434805900,8,8,4
48830950700,7,7,5
86642099500,7,6,0
06065625200,5,5,3
55645201000,7,7,7
70021270600,6,6,3
80909602600,6,8,4
85985928100,8,5,8
08615781100,9,5,6
37907533100,6,5,9
04199685500,6,8,5
18776568200,7,6,4
34592814400,4,6,4
46138757500,3,6,9
82224396400,2,6,5
89628678900,4,0,5
15585791100,6,7,8
44890721100,8,7,6
66875098600,7,4,8
16950901400,7,8,2
59729489700,8,5,4
47890661300,8,6,5
74497300900,6,5,0
86845971200,7,7,4
37515422900,3,5,6
87512644700,5,6,3
44788494700,7,8,4
35896983900,6,6,7
66841961300,7,8,6
36538737200,6,3,6
80716391600,6,7,5
54809177600,8,4,9
84526436300,7,3,6
13872811200,4,9,6
46924893800,6,9,6
40036534400,4,6,4
03403998100,6,6,2
39343537100,2,6,6
07848364300,5,6,5
03404986200,5,6,3
42659963100,7,6,7
50955689200,5,4,3
88462980500,2,5,4
41440846400,6,5,4
48803009000,5,9,6
14103366900,9,6,8
10641446600,7,8,7
04428263400,5,5,4
72634191700,8,4,3
03795497500,7,6,5
42618956600,6,4,6
56566903600,6,5,8
14846763800,5,8,2
51481483600,7,5,7
48471654600,1,6,3
49490446600,0,7,4
68302238800,5,7,5
12411532900,4,4,7
70841679600,6,5,9
57722946700,6,5,7
24908346700,6,5,5
31485894200,6,9,4
73220425200,2,6,7
69811981900,7,6,6
31305211200,6,7,2
85690955600,7,2,7
59090982800,8,7,6
32993423100,4,0,4
69460854800,7,6,9
67551723700,8,6,6
16423624800,4,7,5
51507586100,8,8,7
61055070800,8,4,4
65107599600,8,5,8
52134266400,5,5,5
05943508200,7,7,5
49547641900,8,9,6
27918075200,2,2,6
25188680600,2,5,6
25577434500,4,5,5
05184933200,7,9,7
01437203200,4,6,7
04521484100,1,8,4
22745840200,8,8,6
03699387500,3,1,6
07689027900,7,2,7
38547198800,6,6,4
34787915000,3,7,6
78611495100,5,9,4
61810605300,5,8,7
36151489400,3,8,4
30395373200,8,5,4
10020739700,4,5,7
68829688600,7,6,8
37249853900,9,6,4
89191901400,6,5,5
47173614100,7,6,8
04975161600,6,6,8
02451448900,7,8,7
64843966300,8,2,9
04613372900,4,5,4
40698525400,6,6,5
48015544000,7,6,5
50379050300,8,5,4
55711975000,6,2,5
80991974700,3,8,6
02916740000,4,5,7
14721313500,8,7,7
01955513100,8,6,9
27612417500,9,9,8
02539273000,5,6,6
84237718700,5,4,5
53610253600,9,8,9
68541405100,1,9,5
12353076000,6,5,5
64341859300,5,6,8
63953896200,8,8,5
77063421000,5,6,2
56201115700,4,7,7
53214256400,6,6,4
61824139900,7,6,7
09008520900,2,6,6
41056748100,6,7,7
02538079700,8,4,3
07528757000,8,5,4
12434362600,7,3,6
81143995700,9,7,1
26446449900,3,8,6
20641716600,4,7,7
70667063700,3,5,5
86152546400,5,9,6
86673411300,7,5,5
66095280100,6,8,5
70820531800,8,5,4
16190859000,7,3,6
